title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,50.0,2,2,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 250,000,000"
Furnished 7bdrm Duplex in Green Estate for sale,750.0,7,7,furnished,"Amuwo-Odofin, Green Estate",Green Estate,Amuwo-Odofin,diamond,"₦ 600,000,000"
Furnished 5bdrm Duplex in Ikoyi for sale,30.0,5,5,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 3,200,000,000"
Furnished 5bdrm Duplex in Lekki for sale,800.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 2,300,000,000"
Furnished 3bdrm Apartment in Ikoyi for sale,50.0,3,3,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 700,000,000"
"5bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",150.0,5,5,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 250,000,000"
2bdrm Block of Flats in Opebi for sale,10.0,2,2,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,diamond,"₦ 92,000,000"
3bdrm Block of Flats in Surulere for sale,630.0,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 190,000,000"
3bdrm Block of Flats in College Road Ogba for sale,630.0,3,2,semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,enterprise,"₦ 290,000,000"
Furnished 5bdrm Bungalow in Lokogoma for sale,250.0,5,6,furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),vip_gold,"₦ 30,000,000"
Furnished 5bdrm Duplex in Banana Island for sale,50.0,5,5,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 2,400,000,000"
Furnished 4bdrm Duplex in Ibadan for sale,50.0,4,4,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 250,000,000"
3bdrm Apartment in Ikoyi for sale,50.0,3,3,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 480,000,000"
Furnished 4bdrm Duplex in Lekki for sale,30.0,4,4,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 175,000,000"
"5bdrm Duplex in Diamond Estate, Ikeja for sale",500.0,5,5,semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 750,000,000"
Furnished 5bdrm House in Allen Avenue for sale,450.0,5,5,furnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,diamond,"₦ 350,000,000"
"3bdrm Bungalow in Oluode, Akala Express for sale",380.0,3,4,unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,diamond,"₦ 28,000,000"
"3bdrm Block of Flats in Jonathan Coker, for sale",600.0,3,3,semi-furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 100,000,000"
"2bdrm Block of Flats in Command, Alimosho, Iyana Ipaja for sale",600.0,2,2,semi-furnished,"Ipaja, Iyana Ipaja",Iyana Ipaja,Ipaja,enterprise,"₦ 85,000,000"
"3bdrm Apartment in Golf Estates Ph, Amadi-Ama for sale",1986.0,3,3,semi-furnished,"Port-Harcourt, Amadi-Ama",Amadi-Ama,Port-Harcourt,enterprise,"₦ 120,000,000"
Furnished 5bdrm Duplex in Ikate for sale,30.0,5,5,furnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 460,000,000"
3bdrm Block of Flats in Gbagada for sale,650.0,3,3,unfurnished,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,vip_gold,"₦ 150,000,000"
4bdrm Duplex in Fagba Ifako Ijaiye for sale,220.0,4,4,semi-furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 275,000,000"
5bdrm Duplex in Omole Phase 1 for sale,300.0,5,5,semi-furnished,"Ikeja, Agidingbi",Agidingbi,Ikeja,enterprise,"₦ 550,000,000"
"3bdrm Block of Flats in Clem Ijaiye Ojokoro, Abule Egba for sale",600.0,3,2,semi-furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,enterprise,"₦ 100,000,000"
Furnished 5bdrm Duplex in Lekki for sale,60.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 160,000,000"
Furnished 10bdrm Duplex in Lekki Phase 1 for sale,1022.0,10,10,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 1,800,000,000"
Furnished 4bdrm Apartment in Ikoyi for sale,50.0,4,4,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 850,000,000"
3bdrm Apartment in Off Allen Avenue for sale,250.0,3,3,semi-furnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,enterprise,"₦ 280,000,000"
3bdrm Block of Flats in Surulere for Sale,520.0,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 60,000,000"
4bdrm Mansion in Oko Oba for sale,400.0,4,4,unfurnished,"Agege, Oko-Oba",Oko-Oba,Agege,vip_gold,"₦ 230,000,000"
3bdrm Duplex in Maplewood Estate Oko for sale,230.0,3,3,semi-furnished,"Agege, Oko-Oba",Oko-Oba,Agege,enterprise,"₦ 230,000,000"
"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale",400.0,4,4,semi-furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,enterprise,"₦ 400,000,000"
Furnished 4bdrm Duplex in Akobo for sale,50.0,4,4,furnished,"Ibadan, Akobo",Akobo,Ibadan,diamond,"₦ 270,000,000"
Furnished 5bdrm Duplex in Guzape District for sale,50.0,5,5,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 600,000,000"
5bdrm Duplex in Gwagwalada for sale,750.0,5,5,unfurnished,"Abuja (FCT), Gwagwalada",Gwagwalada,Abuja (FCT),diamond,"₦ 130,000,000"
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,30.0,5,5,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 1,000,000,000"
12bdrm Apartment in Ago Palace for sale,50.0,12,12,semi-furnished,"Isolo, Ago Palace",Ago Palace,Isolo,diamond,"₦ 270,000,000"
4bdrm Duplex in Arowojobe Estate for sale,350.0,4,4,semi-furnished,"Lagos State, Maryland",Maryland,Lagos State,enterprise,"₦ 350,000,000"
5bdrm Duplex in Lekki for Sale,850.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 800,000,000"
5bdrm Duplex in Omole Estate Ph1 for sale,350.0,5,5,unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,vip_gold,"₦ 700,000,000"
4bdrm Duplex in Ogudu Gra Ojota for sale,350.0,4,3,semi-furnished,"Ojota, Ogudu Road",Ogudu Road,Ojota,enterprise,"₦ 550,000,000"
Furnished 4bdrm Duplex in Katampe Extension for sale,50.0,4,4,furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,diamond,"₦ 600,000,000"
Furnished 13bdrm Block of Flats in Shomolu for sale,80.0,13,13,furnished,"Lagos State, Shomolu",Shomolu,Lagos State,diamond,"₦ 300,000,000"
"3bdrm Block of Flats in Ayepe Road, Near for sale",648.0,3,3,semi-furnished,"Ogun State, Sagamu",Sagamu,Ogun State,False,"₦ 75,000,000"
5bdrm Duplex in Adeniyi Jones Ikeja for sale,400.0,5,5,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 670,000,000"
3bdrm Block of Flats in Surulere for sale,,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 80,000,000"
"4bdrm Bungalow in Bethel Estate, Enugu for sale",500.0,4,4,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,vip_gold,"₦ 55,000,000"
Furnished 3bdrm Apartment in Akin Olugbade for sale,60.0,3,3,furnished,"Victoria Island, Akin Olugbade",Akin Olugbade,Victoria Island,diamond,"₦ 600,000,000"
Furnished 4bdrm Duplex in Ikoyi for sale,30.0,4,4,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 3,500,000,000"
5bdrm Duplex in Jabi for sale,1000.0,5,5,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),diamond,"₦ 950,000,000"
Furnished 2bdrm Apartment in Ikate for sale,30.0,2,2,furnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 145,000,000"
Furnished 4bdrm Duplex in Ibadan for sale,600.0,4,4,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 185,000,000"
"3bdrm Block of Flats in Ijaiye Ojokoro Lcda, Ifako for sale",630.0,3,3,semi-furnished,"Agege, Ifako",Ifako,Agege,enterprise,"₦ 190,000,000"
"5bdrm Duplex in Unilag Estate Magodo, Berger for sale",400.0,5,5,semi-furnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 370,000,000"
"3bdrm Duplex in Brick City Estate, Kubwa for sale",250.0,3,3,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 90,000,000"
Furnished 5bdrm Duplex in Banana Island for sale,30.0,5,5,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 7,000,000,000"
Furnished 6bdrm Duplex in Ikoyi for sale,30.0,6,6,furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,diamond,"₦ 5,000,000,000"
Furnished 5bdrm Duplex in Ikate for sale,30.0,5,5,furnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 300,000,000"
"Furnished 3bdrm Apartment in Off Kofo Abayomi, Adeola Odeku for sale",3200.0,3,3,furnished,"Victoria Island, Adeola Odeku",Adeola Odeku,Victoria Island,enterprise,"₦ 650,000,000"
3bdrm Block of Flats in Surulere for sale,630.0,3,3,semi-furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 150,000,000"
5bdrm Duplex in Apapa for sale,500.0,5,5,semi-furnished,"Lagos State, Apapa",Apapa,Lagos State,enterprise,"₦ 450,000,000"
Furnished 5bdrm Duplex in Lekki for sale,1000.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 1,500,000,000"
"6bdrm Block of Flats in Aregbe Elewe Eran , Ewekoro for sale",60.0,6,6,semi-furnished,"Ogun State, Ewekoro",Ewekoro,Ogun State,diamond,"₦ 30,000,000"
Furnished 4bdrm Duplex in Apo District for sale,50.0,4,4,furnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),diamond,"₦ 660,000,000"
"Furnished 5bdrm Duplex in Vintage Park Estate, Ikate for sale",30.0,5,5,furnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 1,100,000,000"
12bdrm Bungalow in Sabo / Yaba for sale,500.0,12,12,unfurnished,"Yaba, Sabo / Yaba",Sabo / Yaba,Yaba,diamond,"₦ 450,000,000"
Furnished 6bdrm Duplex in Ikeja GRA for sale,500.0,6,6,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,diamond,"₦ 1,000,000,000"
5bdrm Duplex in Magodo Gra 2 for sale,400.0,5,5,semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 650,000,000"
5bdrm Duplex in Omole Phase 2 for sale,300.0,5,5,semi-furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 500,000,000"
6bdrm Duplex in Allen Avenue for sale,817.0,6,6,unfurnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,diamond,"₦ 550,000,000"
Furnished 5bdrm Duplex in Lekki for sale,50.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 640,000,000"
Furnished 5bdrm Duplex in Guzape District for sale,50.0,5,5,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 750,000,000"
Furnished 5bdrm Duplex in VGC / Ajah for sale,600.0,5,5,furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,diamond,"₦ 600,000,000"
Furnished 2bdrm Apartment in Ilasan for sale,30.0,2,2,furnished,"Lekki, Ilasan",Ilasan,Lekki,diamond,"₦ 165,000,000"
Furnished 5bdrm Duplex in Lekki Chevron for sale,520.0,5,4,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 420,000,000"
"3bdrm Block of Flats in Surulere, Masha for sale",630.0,3,3,unfurnished,"Surulere, Masha",Masha,Surulere,enterprise,"₦ 250,000,000"
Furnished 5bdrm Duplex in Lekki for sale,520.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 1,400,000,000"
3bdrm Block of Flats in Obawole Ifako Ijaiye for sale,630.0,3,2,semi-furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,enterprise,"₦ 220,000,000"
5bdrm Duplex in Ikeja Gra for sale,500.0,5,5,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,200,000,000"
Furnished 5bdrm Duplex in Guzape District for sale,50.0,5,5,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 1,200,000,000"
Furnished 4bdrm Duplex in Agungi for sale,50.0,4,4,furnished,"Lekki, Agungi",Agungi,Lekki,diamond,"₦ 160,000,000"
"4bdrm Duplex in Off Hakeem, Lekki Phase 1 for sale",150.0,4,4,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 700,000,000"
3bdrm Bungalow in Ado-Odo/Ota for sale,10.0,3,3,unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,"₦ 7,200,000"
5bdrm Duplex in Lekki for Sale,600.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 450,000,000"
"2bdrm Apartment in By Sunrise Estate, for sale",955.0,2,2,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,vip_gold,"₦ 85,000,000"
5bdrm Duplex in Ikeja Gra for sale,500.0,5,5,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,200,000,000"
3bdrm Block of Flats in Alakuko Ifako for sale,1625.0,3,3,unfurnished,"Agege, Ifako",Ifako,Agege,enterprise,"₦ 330,000,000"
5bdrm Duplex in Banana Island for sale,500.0,5,5,semi-furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 3,200,000,000"
"5bdrm Duplex in Maven Court 2, Lekki for Sale",500.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 150,000,000"
"3bdrm Apartment in Chois Gardens Estate, Abijo for sale",600.0,3,3,unfurnished,"Ibeju, Abijo",Abijo,Ibeju,premium,"₦ 60,000,000"
Furnished 2bdrm Block of Flats in Surulere for sale,1735.0,2,2,furnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 2,800,000,000"
3bdrm Duplex in Ajoke Estate Fagba for sale,125.0,3,3,semi-furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 150,000,000"
Furnished 3bdrm Block of Flats in Fagba Ifako Ijaiye for sale,800.0,3,2,furnished,"Agege, Fagba",Fagba,Agege,enterprise,"₦ 150,000,000"
5bdrm Duplex in GRA Phase 1 for sale,700.0,5,5,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,diamond,"₦ 400,000,000"
Studio Apartment in Ado Ekiti for sale,1320.0,1,1,unfurnished,"Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,vip,"₦ 48,500,000"
"6bdrm Duplex in Independence Layout, Enugu for sale",650.0,6,6,semi-furnished,"Enugu State, Enugu",Enugu,Enugu State,vip_gold,"₦ 160,000,000"
2bdrm Apartment in Gra Port Harcourt for sale,204.0,2,3,unfurnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,enterprise,"₦ 1,400,000"
"2bdrm Bungalow in Greater City Port, Ikwerre for sale",300.0,2,3,unfurnished,"Rivers State, Ikwerre",Ikwerre,Rivers State,False,"₦ 90,000,000"
Furnished 2bdrm Apartment in Abijo for sale,248.0,2,3,furnished,"Ibeju, Abijo",Abijo,Ibeju,False,"₦ 62,000,000"
5bdrm House in Ita Oluwo for sale,1200.0,5,5,unfurnished,"Ikorodu, Ita Oluwo",Ita Oluwo,Ikorodu,False,"₦ 60,000,000"
5bdrm Townhouse/Terrace in Gwarinpa for sale,350.0,5,6,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,"₦ 285,000,000"
Furnished 4bdrm House in Maryland for sale,500.0,4,4,furnished,"Lagos State, Maryland",Maryland,Lagos State,vip_gold,"₦ 350,000,000"
2bdrm Block of Flats in Ogudu-Orioke for sale,500.0,2,2,unfurnished,"Ogudu, Ogudu-Orioke",Ogudu-Orioke,Ogudu,vip_gold,"₦ 200,000,000"
Furnished 2bdrm House in Surulere for sale,500.0,2,2,furnished,"Lagos State, Surulere",Surulere,Lagos State,vip_gold,"₦ 95,000,000"
Furnished 6bdrm Duplex in Banana for sale,600.0,6,6,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 6,500,000,000"
Furnished 4bdrm House in Gbagada for sale,500.0,4,4,furnished,"Lagos State, Gbagada",Gbagada,Lagos State,vip_gold,"₦ 250,000,000"
"4bdrm Duplex in The Majestique, Abijo for sale",600.0,4,4,unfurnished,"Ibeju, Abijo",Abijo,Ibeju,False,"₦ 280,000,000"
3bdrm Block of Flats in Garki 2 for sale,1300.0,3,4,unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja (FCT),False,"₦ 1,800,000,000"
5bdrm Duplex in Oluyole for sale,3000.0,5,5,semi-furnished,"Oyo State, Oluyole",Oluyole,Oyo State,False,"₦ 250,000,000"
4bdrm Duplex in Ikate for sale,700.0,4,4,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 500,000,000"
"5bdrm Duplex in Kyc Estate, FHA for sale",500.0,5,5,semi-furnished,"Lugbe District, FHA",FHA,Lugbe District,False,"₦ 170,000,000"
Furnished 3bdrm House in Ikeja for sale,500.0,3,3,furnished,"Lagos State, Ikeja",Ikeja,Lagos State,vip_gold,"₦ 140,000,000"
"6bdrm Block of Flats in Ikenegbu, Owerri for sale",700.0,6,6,semi-furnished,"Imo State, Owerri",Owerri,Imo State,diamond,"₦ 350,000,000"
"7bdrm Duplex in Hampton Bay Estate, Ikate for sale",1000.0,7,1,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,700,000,000"
4bdrm Duplex in Aiben Estate Karmo for sale,400.0,4,4,unfurnished,"Abuja (FCT), Karmo",Karmo,Abuja (FCT),enterprise,"₦ 250,000,000"
6bdrm Duplex in Lekki Phase 1 for sale,300.0,6,6,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,400,000,000"
Furnished 3bdrm Apartment in Ikoyi S.W for sale,300.0,3,3,furnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,enterprise,"₦ 700,000,000"
Furnished 2bdrm Apartment in Oregun for sale,1000.0,2,1,furnished,"Ikeja, Oregun",Oregun,Ikeja,enterprise,"₦ 200,000,000"
2bdrm Apartment in Gilmore Jahi for sale,200.0,2,2,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 150,000,000"
"5bdrm Duplex in Royal Pine Orchid, Chevron for sale",325.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 300,000,000"
"4bdrm Duplex in Aguma Estate Off, GRA Phase 3 / Port-Harcourt for sale",986.0,4,4,semi-furnished,"Port-Harcourt, GRA Phase 3 / Port-Harcourt",GRA Phase 3 / Port-Harcourt,Port-Harcourt,enterprise,"₦ 500,000,000"
"4bdrm Duplex in Admiralty, Lekki Phase 1 for sale",400.0,4,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 550,000,000"
"5bdrm Duplex in Queens, Old Ikoyi for sale",700.0,5,6,semi-furnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 3,500,000,000"
5bdrm Duplex in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 900,000,000"
4bdrm Duplex in Omole Phase 2 for sale,1000.0,4,1,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 550,000,000"
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 630,000,000"
3bdrm Apartment in Mabushi for sale,300.0,3,4,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),enterprise,"₦ 350,000,000"
4bdrm Duplex in Ikeja for sale,350.0,4,4,semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 1,600,000,000"
3bdrm Block of Flats in Rumuadolu Gra for sale,500.0,3,3,semi-furnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,enterprise,"₦ 250,000,000"
5bdrm Duplex in Vgc for sale,400.0,5,6,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 400,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,100,000,000"
4bdrm Duplex in Olokonla for sale,300.0,4,4,semi-furnished,"Ajah, Olokonla",Olokonla,Ajah,enterprise,"₦ 180,000,000"
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 700,000,000"
5bdrm Duplex in Osapa london for sale,1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 990,000,000"
5bdrm Duplex in Osapa london for sale,1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,500,000,000"
Furnished 2bdrm Apartment in Oregun for sale,1000.0,2,1,furnished,"Ikeja, Oregun",Oregun,Ikeja,enterprise,"₦ 200,000,000"
7bdrm Duplex in Ikate for sale,1000.0,7,1,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,700,000,000"
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 350,000,000"
"5bdrm Duplex in River Park Estate, Lugbe District for sale",850.0,5,6,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 370,000,000"
4bdrm Duplex in Ikeja for sale,300.0,4,4,semi-furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 750,000,000"
"5bdrm Duplex in Fhase1, Lekki Phase 1 for sale",450.0,5,6,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,100,000,000"
"5bdrm Duplex in Vgc, Ikota for sale",350.0,5,6,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 350,000,000"
Furnished 4bdrm Duplex in Opebi for sale,450.0,4,4,furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 670,000,000"
4bdrm Maisonette in Opebi for sale,250.0,4,4,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 350,000,000"
5bdrm Duplex in VGC / Ajah for sale,300.0,5,5,semi-furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 550,000,000"
Furnished 5bdrm House in Magodo for sale,500.0,5,5,furnished,"Lagos State, Magodo",Magodo,Lagos State,vip_gold,"₦ 750,000,000"
6bdrm Duplex in Banana Island for sale,500.0,6,1,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,500,000,000"
5bdrm House in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
"Furnished 4bdrm Duplex in Ps Court, Ibadan for sale",1200.0,4,4,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 280,000,000"
"4bdrm Duplex in Von Axis, Lugbe for sale",450.0,4,5,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 200,000,000"
2bdrm Block of Flats in Karsana for sale,150.0,2,2,unfurnished,"Gwagwa, Karsana",Karsana,Gwagwa,enterprise,"₦ 45,000,000"
"4bdrm Duplex in Josh Luxury Court, Guzape District for sale",400.0,4,4,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 350,000,000"
"4bdrm Duplex in Sars Rd, Rumuahalu for sale",465.0,4,4,unfurnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,enterprise,"₦ 120,000,000"
2bdrm Bungalow in Gberigbe for sale,317.0,2,4,unfurnished,"Ikorodu, Gberigbe",Gberigbe,Ikorodu,False,"₦ 4,650,000"
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 365,000,000"
"4bdrm Duplex in Kabusa Gardens, Dakwo District for sale",300.0,4,5,unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),enterprise,"₦ 135,000,000"
"Furnished 5bdrm Apartment in Functional School, Garki 1 for sale",1000.0,5,4,furnished,"Abuja (FCT), Garki 1",Garki 1,Abuja (FCT),enterprise,"₦ 650,000,000"
5bdrm Duplex in VGC / Ajah for sale,1000.0,5,1,unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 500,000,000"
"Furnished 4bdrm Duplex in Emerald, Adeniyi Jones for sale",12.0,4,3,furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 600,000,000"
4bdrm Duplex in Abraham Adesanya Estate for sale,300.0,4,4,semi-furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 190,000,000"
5bdrm Duplex in Lekki for sale,500.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 990,000,000"
4bdrm Duplex in Guzape By Fha Abuja for sale,400.0,4,5,semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 550,000,000"
Furnished 5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 600,000,000"
4bdrm Duplex in Life Camp for sale,250.0,4,4,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 380,000,000"
2bdrm Apartment in Gudu for sale,180.0,2,2,unfurnished,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),enterprise,"₦ 90,000,000"
5bdrm Duplex in Lekki for sale,500.0,5,6,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,200,000,000"
4bdrm Duplex in Chevron for sale,300.0,4,4,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 190,000,000"
