title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 480,000,000"
4bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,4,1,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 200,000,000"
5bdrm House in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
8bdrm Duplex in Karsana for sale,500.0,8,8,semi-furnished,"Gwagwa, Karsana",Karsana,Gwagwa,enterprise,"₦ 216,000,000"
5bdrm Duplex in Thomas Estate for sale,1000.0,5,1,unfurnished,"Ajah, Thomas Estate",Thomas Estate,Ajah,enterprise,"₦ 230,000,000"
5bdrm Duplex in Jahi Gilmor By Navy for sale,450.0,5,6,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 600,000,000"
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 250,000,000"
"7bdrm Duplex in Efab Metropolis, Karsana for sale",850.0,7,8,semi-furnished,"Gwagwa, Karsana",Karsana,Gwagwa,enterprise,"₦ 520,000,000"
3bdrm House in Berger for sale,1000.0,3,1,unfurnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 250,000,000"
3bdrm Block of Flats in Jahi for sale,150.0,3,3,semi-furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 250,000,000"
3bdrm Apartment in Victoria Island for sale,220.0,3,3,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 250,000,000"
"10bdrm House in Fhase1, Lekki Phase 1 for sale",1020.0,10,12,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 2,000,000,000"
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 500,000,000"
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 450,000,000"
2bdrm Block of Flats in Naze Owerri for sale,989.0,2,2,semi-furnished,"Imo State, Owerri",Owerri,Imo State,enterprise,"₦ 220,000,000"
"6bdrm Bungalow in Emmanuel Estate, Idishin for sale",500.0,6,6,unfurnished,"Ibadan, Idishin",Idishin,Ibadan,enterprise,"₦ 55,000,000"
5bdrm Duplex in Osapa london for sale,1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,700,000,000"
"Furnished 4bdrm Duplex in Mount Berachal Homes, Lugbe District for sale",600.0,4,5,furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 300,000,000"
"Furnished 4bdrm Duplex in Durrosimi Etti, Lekki Phase 1 for sale",1000.0,4,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 700,000,000"
2bdrm Maisonette in Lekki Phase 1 for sale,300.0,2,2,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 320,000,000"
4bdrm Duplex in Lekki for sale,400.0,4,4,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 190,000,000"
"5bdrm House in Pinnock Beach, Osapa london for sale",1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,950,000,000"
4bdrm Duplex in Berger for sale,1000.0,4,1,unfurnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 130,000,000"
3bdrm Apartment in Lifecamp for sale,200.0,3,3,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 150,000,000"
2bdrm Apartment in Ilaje for sale,280.0,2,2,semi-furnished,"Ondo State, Ilaje",Ilaje,Ondo State,enterprise,"₦ 90,000,000"
5bdrm Duplex in Lekki for sale,400.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 450,000,000"
"5bdrm Duplex in Okebadan Estate, for sale",450.0,5,6,unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,"₦ 180,000,000"
4bdrm House in GRA Phase 1 for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 450,000,000"
4bdrm Duplex in GRA Phase 2 Shangisha for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 550,000,000"
3bdrm Apartment in Garki for sale,250.0,3,3,unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja (FCT),enterprise,"₦ 190,000,000"
2bdrm Apartment in Adesanya Ajah for sale,114.0,2,2,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 120,000,000"
"5bdrm Apartment in Ajah, Olokonla for sale",400.0,5,6,semi-furnished,"Ajah, Olokonla",Olokonla,Ajah,enterprise,"₦ 220,000,000"
Furnished 4bdrm Duplex in Lekki Phase 1 for sale,500.0,4,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 850,000,000"
6bdrm Block of Flats in Badore for sale,480.0,6,12,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,basic,"₦ 14,000,000"
4bdrm House in GRA Phase 1 for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 365,000,000"
3bdrm House in Berger for sale,1000.0,3,1,unfurnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 250,000,000"
5bdrm Duplex in Osapa london for sale,1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 990,000,000"
5bdrm Duplex in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 900,000,000"
2bdrm Duplex in Abraham Adesanya for sale,222.0,2,2,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 100,000,000"
"4bdrm Duplex in Naf Valley Estate, Asokoro for sale",750.0,4,5,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 850,000,000"
4bdrm Duplex in Chevron for sale,300.0,4,4,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 250,000,000"
"6bdrm Duplex in Manor Estate, Gaduwa for sale",550.0,6,7,unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),enterprise,"₦ 600,000,000"
"4bdrm Maisonette in Victoria Island, Ademola Adetokunbo for sale",456.0,4,5,semi-furnished,"Victoria Island, Ademola Adetokunbo",Ademola Adetokunbo,Victoria Island,enterprise,"₦ 2,000,000,000"
"7bdrm Duplex in Hampton Bay Estate, Ikate for sale",1000.0,7,1,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,700,000,000"
4bdrm Duplex in Mende for sale,1000.0,4,1,unfurnished,"Maryland, Mende",Mende,Maryland,enterprise,"₦ 290,000,000"
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 680,000,000"
"4bdrm Duplex in Grandville Estate, Lugbe District for sale",500.0,4,5,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 350,000,000"
"1bdrm Apartment in Golden Palace, Akala Express for sale",450.0,1,1,unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,"₦ 1,100,000"
Furnished 5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 600,000,000"
5bdrm Duplex in Ikate for sale,1000.0,5,1,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 850,000,000"
4bdrm Duplex in Adeniyi Jones for sale,1000.0,4,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 450,000,000"
6bdrm Duplex in Jabi Main for sale,400.0,6,7,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),enterprise,"₦ 510,000,000"
"4bdrm Duplex in Kola Lawal Estate, Ibadan for sale",450.0,4,4,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 230,000,000"
3bdrm Block of Flats in Katampe for sale,250.0,3,3,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 220,000,000"
4bdrm House in Opebi for sale,1000.0,4,1,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 500,000,000"
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 350,000,000"
Furnished 4bdrm Duplex in Opebi for sale,300.0,4,4,furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 600,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 850,000,000"
5bdrm Duplex in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 800,000,000"
"6bdrm Duplex in Kukwuaba, Wuye for sale",1500.0,6,6,unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),enterprise,"₦ 1,000,000,000"
5bdrm Duplex in Old Ikoyi for sale,500.0,5,5,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 6,500,000,000"
4bdrm Duplex in Osapa london for sale,300.0,4,4,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 350,000,000"
4bdrm Duplex in Ikota for sale,300.0,4,4,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 250,000,000"
4bdrm Block of Flats in Ado-Odo/Ota for sale,540.0,4,2,unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,"₦ 12,000,000"
5bdrm Duplex in Osapa london for sale,1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,700,000,000"
4bdrm Duplex in Omole Phase 2 for sale,1000.0,4,1,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 550,000,000"
4bdrm Duplex in Opebi for sale,1000.0,4,1,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 350,000,000"
5bdrm Duplex in Kubwa for sale,500.0,5,5,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,"₦ 250,000,000"
3bdrm Block of Flats in Karsana for sale,150.0,3,2,semi-furnished,"Gwagwa, Karsana",Karsana,Gwagwa,enterprise,"₦ 60,000,000"
"3bdrm Block of Flats in Sangotedo, VGC / Ajah for sale",222.0,3,4,unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 50,000,000"
5bdrm Duplex in Ado / Ajah for sale,333.0,5,5,semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 310,000,000"
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 480,000,000"
6bdrm Duplex in Berger for sale,702.0,6,1,unfurnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 380,000,000"
4bdrm Penthouse in Ikota for sale,300.0,4,4,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 155,000,000"
4bdrm Duplex in Mende for sale,1000.0,4,1,unfurnished,"Maryland, Mende",Mende,Maryland,enterprise,"₦ 290,000,000"
4bdrm Duplex in Dakwo for sale,700.0,4,4,unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),enterprise,"₦ 550,000,000"
6bdrm Duplex in Victoria Island Extension for sale,300.0,6,6,semi-furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,enterprise,"₦ 1,800,000,000"
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 630,000,000"
"3bdrm Penthouse in Greenland, Lekki Phase 1 for sale",250.0,3,4,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 400,000,000"
4bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,4,1,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 165,000,000"
6bdrm House in Ikeja GRA for sale,1000.0,6,1,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 2,000,000,000"
5bdrm Duplex in Banana Island for sale,1000.0,5,1,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,690,000,000"
5bdrm Duplex in Lugbe District for sale,600.0,5,6,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 250,000,000"
Furnished 5bdrm Mansion in Idu By Nizamiya Axis for sale,750.0,5,6,furnished,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),enterprise,"₦ 630,000,000"
"5bdrm Duplex in Orchid Road, Lekki Phase 1 for sale",400.0,5,6,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 370,000,000"
4bdrm Duplex in Lekki for sale,270.0,4,4,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 450,000,000"
5bdrm House in Osapa london for sale,1000.0,5,1,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 990,000,000"
5bdrm Duplex in GRA Phase 2 Shangisha for sale,1000.0,5,1,unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 600,000,000"
2bdrm Apartment in Jahi for sale,200.0,2,2,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 190,000,000"
"4bdrm Duplex in God’S Own, Lugbe District for sale",450.0,4,6,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 150,000,000"
5bdrm Duplex in Osapa london for sale,500.0,5,5,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 990,000,000"
5bdrm Duplex in Chevron for sale,500.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 850,000,000"
5bdrm Duplex in Chevron for sale,300.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 480,000,000"
10bdrm Mansion in Maitama Main Abuja for sale,2200.0,10,12,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 8,000,000,000"
5bdrm Duplex in Banana Island for sale,1000.0,5,1,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,500,000,000"
5bdrm Duplex in Shell Co Operative for sale,560.0,5,5,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 300,000,000"
4bdrm Duplex in Opebi for sale,250.0,4,4,semi-furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 330,000,000"
2bdrm Apartment in Osapa london for sale,300.0,2,2,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 180,000,000"
5bdrm Duplex in Omole Phase 2 for sale,1000.0,5,1,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 700,000,000"
5bdrm Duplex in GRA Phase 1 for sale,1000.0,5,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 480,000,000"
Furnished 5bdrm Duplex in VGC / Ajah for sale,1000.0,5,1,furnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 550,000,000"
Furnished 6bdrm Duplex in Jahi Gilmor for sale,450.0,6,7,furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 650,000,000"
"4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale",300.0,4,4,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 260,000,000"
2bdrm Block of Flats in Lugbe District for sale,4100.0,2,2,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 2,700,000,000"
4bdrm Duplex in GRA Phase 1 for sale,1000.0,4,1,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 450,000,000"
3bdrm Apartment in Jahi for sale,230.0,3,3,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 230,000,000"
"Furnished 3bdrm Penthouse in Furo Ezimora, Lekki Phase 1 for sale",250.0,3,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 400,000,000"
Furnished 3bdrm Penthouse in Lekki for sale,250.0,3,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 500,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,800,000,000"
2bdrm Apartment in Gra for sale,465.0,2,2,unfurnished,"Port-Harcourt, GRA Phase 2 / Port-Harcourt",GRA Phase 2 / Port-Harcourt,Port-Harcourt,vip,"₦ 140,000,000"
3bdrm House in Ibadan for sale,1200.0,3,3,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 100,000,000"
3bdrm Bungalow in Life Camp for sale,650.0,3,3,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 45,000,000"
3bdrm Bungalow in Kubwa for sale,500.0,3,3,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,"₦ 85,000,000"
2bdrm Block of Flats in Katampe for sale,190.0,2,2,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 150,000,000"
"4bdrm Duplex in Sars Rd Rukpokwu, Rumuahalu for sale",560.0,4,4,semi-furnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,enterprise,"₦ 280,000,000"
5bdrm House in Omole Phase 2 for sale,1000.0,5,1,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 700,000,000"
5bdrm Duplex in Omole Phase 1 for sale,1000.0,5,1,unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 620,000,000"
1bdrm Block of Flats in Katampe for sale,90.0,1,1,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 110,000,000"
5bdrm Duplex in Ikota for sale,1000.0,5,1,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 410,000,000"
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 700,000,000"
3bdrm Apartment in Alakia for sale,450.0,3,3,unfurnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,"₦ 1,300,000"
5bdrm Duplex in Ikota for sale,300.0,5,5,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 300,000,000"
4bdrm Duplex in Lekki for sale,400.0,4,4,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 290,000,000"
7bdrm Mansion in Maitama District for sale,1100.0,7,8,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 7,500,000,000"
8bdrm Mansion in Maitama District for sale,750.0,8,8,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 4,600,000,000"
4bdrm Duplex in Ikeja GRA for sale,1000.0,4,1,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,200,000,000"
5bdrm House in Gerard Road for sale,1000.0,5,1,unfurnished,"Ikoyi, Gerard Road",Gerard Road,Ikoyi,enterprise,"₦ 6,853,200,000"
5bdrm Duplex in Banana Island for sale,1000.0,5,1,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,500,000,000"
5bdrm Duplex in Adeniyi Jones for sale,1000.0,5,1,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 350,000,000"
3bdrm Apartment in Lifecamp for sale,300.0,3,3,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 120,000,000"
Furnished 2bdrm Apartment in Osborne Foreshore for sale,130.0,2,2,furnished,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Ikoyi,enterprise,"₦ 415,000,000"
"5bdrm Duplex in Victoria City Estate, Lugbe District for sale",450.0,5,6,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 250,000,000"
3bdrm Apartment in Jahi for sale,200.0,3,3,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 220,000,000"
4bdrm Duplex in Ado / Ajah for sale,300.0,4,4,semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 200,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,250.0,2,2,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 305,000,000"
3bdrm Duplex in Fo1 Kubwa for sale,250.0,3,3,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,"₦ 150,000,000"
Furnished 4bdrm Duplex in Graceland Estate for sale,350.0,4,4,furnished,"Ajah, Graceland Estate",Graceland Estate,Ajah,enterprise,"₦ 185,000,000"
"4bdrm Duplex in Oniru Estate, Victoria Island Extension for sale",350.0,4,5,semi-furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,enterprise,"₦ 675,000,000"
4bdrm Duplex in Chevron for sale,600.0,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 200,000,000"
4bdrm Duplex in Lekki for sale,400.0,4,4,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 200,000,000"
4bdrm Duplex in Lekki Phase 1 for sale,300.0,4,4,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 330,000,000"
Furnished 3bdrm Apartment in Osborne Foreshore for sale,260.0,3,3,furnished,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Ikoyi,enterprise,"₦ 860,000,000"
5bdrm Duplex in Lekki for sale,400.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 470,000,000"
5bdrm Duplex in Chevron for sale,300.0,5,5,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 490,000,000"
4bdrm Duplex in Sangotedo for sale,300.0,4,4,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 245,000,000"
Furnished 6bdrm Duplex in Lekki Phase 1 for sale,1000.0,6,1,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,400,000,000"
5bdrm Duplex in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 800,000,000"
5bdrm Duplex in Chevron for sale,1000.0,5,1,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 950,000,000"
3bdrm Block of Flats in Life Camp for sale,150.0,3,3,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 150,000,000"
5bdrm Duplex in Ikota for sale,300.0,5,5,semi-furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 320,000,000"
5bdrm Duplex in Banana Island for sale,1000.0,5,1,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 5,690,000,000"
4bdrm House in Oregun for sale,1000.0,4,1,unfurnished,"Ikeja, Oregun",Oregun,Ikeja,enterprise,"₦ 300,000,000"
"4bdrm Duplex in Palm Height Estate, Lugbe District for sale",350.0,4,5,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 170,000,000"
5bdrm Duplex in Apo Resettlement for sale,480.0,5,6,unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),enterprise,"₦ 550,000,000"
4bdrm Duplex in Service Estate for sale,400.0,4,4,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 180,000,000"
5bdrm Duplex in Ologuneru for sale,500.0,5,5,semi-furnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,enterprise,"₦ 75,000,000"
Furnished 4bdrm Duplex in Mabushi for sale,500.0,4,4,furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),enterprise,"₦ 500,000,000"
4bdrm Maisonette in Osborne Foreshore Estate for sale,400.0,4,4,unfurnished,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Ikoyi,enterprise,"₦ 800,000,000"
3bdrm Block of Flats in Karsana for sale,30.0,3,3,unfurnished,"Gwagwa, Karsana",Karsana,Gwagwa,enterprise,"₦ 100,000,000"
5bdrm House in Yaba for sale,300.0,5,5,unfurnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,"₦ 350,000,000"
5bdrm Duplex in GRA Phase 1 for sale,300.0,5,5,semi-furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 800,000,000"
4bdrm Duplex in Egbeda for sale,1000.0,4,1,unfurnished,"Alimosho, Egbeda",Egbeda,Alimosho,enterprise,"₦ 300,000,000"
5bdrm Duplex in Abraham Adesanya Estate for sale,1000.0,5,1,unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,enterprise,"₦ 230,000,000"
5bdrm Duplex in Thomas Estate for sale,1000.0,5,1,unfurnished,"Ajah, Thomas Estate",Thomas Estate,Ajah,enterprise,"₦ 230,000,000"
5bdrm Duplex in Lekki for sale,450.0,5,5,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 1,200,000,000"
